"","query_seqname","mismatches","count","Proteome.ID","PLength","number_of_12mer","freq","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species"
"11","sp|P87515|POLN_BFV","2",4,"UP000007609",2411,2400,0.00166666666666667,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"12","sp|P87515|POLN_BFV","3",45,"UP000007609",2411,2400,0.01875,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"13","tr|Q0PCM7|Q0PCM7_POVBK","2",2,"UP000145981",351,340,0.00588235294117647,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"14","tr|Q0PCM7|Q0PCM7_POVBK","3",14,"UP000145981",351,340,0.0411764705882353,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"15","tr|Q0PCM5|Q0PCM5_POVBK","3",3,"UP000145981",362,351,0.00854700854700855,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"16","tr|Q0PCM6|Q0PCM6_POVBK","2",2,"UP000145981",232,221,0.00904977375565611,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"17","tr|Q0PCM6|Q0PCM6_POVBK","3",6,"UP000145981",232,221,0.0271493212669683,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"18","tr|Q5Y0M9|Q5Y0M9_9ALPH","1",1,"UP000137988",1167,1156,0.000865051903114187,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"19","tr|Q5Y0M9|Q5Y0M9_9ALPH","2",19,"UP000137988",1167,1156,0.0164359861591695,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"20","tr|Q5Y0M9|Q5Y0M9_9ALPH","3",233,"UP000137988",1167,1156,0.201557093425606,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"21","tr|Q805V5|Q805V5_9ALPH","3",20,"UP000137988",225,214,0.0934579439252336,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"22","tr|Q69368|Q69368_9ALPH","3",13,"UP000137988",106,95,0.136842105263158,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"23","tr|Q5Y0P4|Q5Y0P4_9ALPH","1",9,"UP000137988",630,619,0.0145395799676898,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"24","tr|Q5Y0P4|Q5Y0P4_9ALPH","2",27,"UP000137988",630,619,0.0436187399030695,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"25","tr|Q5Y0P4|Q5Y0P4_9ALPH","3",120,"UP000137988",630,619,0.193861066235864,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"26","tr|Q5Y0Q8|Q5Y0Q8_9ALPH","3",34,"UP000137988",464,453,0.0750551876379691,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"27","tr|Q5Y0Q5|Q5Y0Q5_9ALPH","2",2,"UP000137988",674,663,0.00301659125188537,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"28","tr|Q5Y0Q5|Q5Y0Q5_9ALPH","3",83,"UP000137988",674,663,0.125188536953243,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"29","tr|Q5Y0R6|Q5Y0R6_9ALPH","1",7,"UP000137988",3070,3059,0.0022883295194508,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"30","tr|Q5Y0R6|Q5Y0R6_9ALPH","2",41,"UP000137988",3070,3059,0.0134030728996404,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"31","tr|Q5Y0R6|Q5Y0R6_9ALPH","3",451,"UP000137988",3070,3059,0.147433801896044,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"32","tr|Q5Y0N4|Q5Y0N4_9ALPH","3",3,"UP000137988",102,91,0.032967032967033,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"33","tr|Q5Y0T7|Q5Y0T7_9ALPH","2",6,"UP000137988",362,351,0.0170940170940171,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"34","tr|Q5Y0T7|Q5Y0T7_9ALPH","3",26,"UP000137988",362,351,0.0740740740740741,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"35","tr|Q5Y0N1|Q5Y0N1_9ALPH","2",1,"UP000137988",115,104,0.00961538461538462,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"36","tr|Q5Y0N1|Q5Y0N1_9ALPH","3",17,"UP000137988",115,104,0.163461538461538,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"37","tr|Q5Y0T0|Q5Y0T0_9ALPH","3",27,"UP000137988",378,367,0.0735694822888283,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"38","tr|Q5Y0N5|Q5Y0N5_9ALPH","2",2,"UP000137988",540,529,0.00378071833648393,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"39","tr|Q5Y0N5|Q5Y0N5_9ALPH","3",57,"UP000137988",540,529,0.107750472589792,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"40","tr|Q5Y0N3|Q5Y0N3_9ALPH","2",2,"UP000137988",91,80,0.025,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"41","tr|Q5Y0N3|Q5Y0N3_9ALPH","3",7,"UP000137988",91,80,0.0875,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"42","tr|Q5Y0T8|Q5Y0T8_9ALPH","3",20,"UP000137988",735,724,0.0276243093922652,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"43","tr|Q5Y0U9|Q5Y0U9_9ALPH","2",1,"UP000137988",204,193,0.00518134715025907,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"44","tr|Q5Y0U9|Q5Y0U9_9ALPH","3",22,"UP000137988",204,193,0.113989637305699,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"45","tr|Q5Y0U7|Q5Y0U7_9ALPH","2",3,"UP000137988",678,667,0.00449775112443778,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"46","tr|Q5Y0U7|Q5Y0U7_9ALPH","3",51,"UP000137988",678,667,0.0764617691154423,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"47","tr|Q5Y0R0|Q5Y0R0_9ALPH","2",3,"UP000137988",438,427,0.00702576112412178,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"48","tr|Q5Y0R0|Q5Y0R0_9ALPH","3",48,"UP000137988",438,427,0.112412177985948,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
