"","query_seqname","mismatches","count","Proteome.ID","PLength","number_of_8mer","freq","Pathogen","Organism","Organism.Id","Protein.count","CPD","Components","Taxon.mnemonic","Taxonomic.lineage","Genome.assembly.ID","Genome.representation","Chronic.or.Acute","Genome","Family_Viral_Zone","superkingdom","kingdom","phylum","class","order","family","genus","species"
"11","sp|Q9QSP3|PHOSP_ABLVB","2",222,"UP000006934",297,290,0.76551724137931,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"12","sp|Q9QSP4|NCAP_ABLVB","1",82,"UP000006934",450,443,0.18510158013544,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"13","sp|Q9QSP4|NCAP_ABLVB","2",352,"UP000006934",450,443,0.794582392776524,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"14","sp|Q9QSP0|L_ABLVB","0",4,"UP000006934",2128,2121,0.00188590287600189,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"15","sp|Q9QSP0|L_ABLVB","1",402,"UP000006934",2128,2121,0.18953323903819,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"16","sp|Q9QSP0|L_ABLVB","2",1671,"UP000006934",2128,2121,0.787835926449788,"Australian bat lyssavirus","Australian bat lyssavirus (isolate Bat/AUS/1996) (ABLV)",446561,"5","Standard","Genome","ABLVB","Viruses, Riboviria, Orthornavirae, Negarnaviricota, Haploviricotina, Monjiviricetes, Mononegavirales, Rhabdoviridae, Alpharhabdovirinae, Lyssavirus, Australian bat lyssavirus","GCA_000850325.1","full","Acute","ssRNA-","Rhabdoviridae","Viruses","Orthornavirae","Negarnaviricota","Monjiviricetes","Mononegavirales","Rhabdoviridae","Lyssavirus","Lyssavirus australis"
"17","sp|P89946|POLS_BFV","0",5,"UP000007609",1239,1232,0.00405844155844156,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"18","sp|P89946|POLS_BFV","1",223,"UP000007609",1239,1232,0.181006493506494,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"19","sp|P89946|POLS_BFV","2",948,"UP000007609",1239,1232,0.769480519480519,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"20","sp|P87515|POLN_BFV","0",5,"UP000007609",2411,2404,0.00207986688851913,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"21","sp|P87515|POLN_BFV","1",406,"UP000007609",2411,2404,0.168885191347754,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"22","sp|P87515|POLN_BFV","2",1905,"UP000007609",2411,2404,0.79242928452579,"Barmah forest virus","Barmah forest virus (BFV)",11020,"2","Standard","Genome","BFV","Viruses, Riboviria, Orthornavirae, Kitrinoviricota, Alsuviricetes, Martellivirales, Togaviridae, Alphavirus","GCA_000847585.1","full","Arthritis; 6 months","ssRNA+","Togaviridae","Viruses","Orthornavirae","Kitrinoviricota","Alsuviricetes","Martellivirales","Togaviridae","Alphavirus","Barmah Forest virus"
"23","tr|Q0PCM8|Q0PCM8_POVBK","1",11,"UP000145981",66,59,0.186440677966102,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"24","tr|Q0PCM8|Q0PCM8_POVBK","2",48,"UP000145981",66,59,0.813559322033898,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"25","tr|Q0PCM7|Q0PCM7_POVBK","0",4,"UP000145981",351,344,0.0116279069767442,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"26","tr|Q0PCM7|Q0PCM7_POVBK","1",72,"UP000145981",351,344,0.209302325581395,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"27","tr|Q0PCM7|Q0PCM7_POVBK","2",264,"UP000145981",351,344,0.767441860465116,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"28","tr|Q3C215|Q3C215_POVBK","0",1,"UP000145981",172,165,0.00606060606060606,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"29","tr|Q3C215|Q3C215_POVBK","1",21,"UP000145981",172,165,0.127272727272727,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"30","tr|Q3C215|Q3C215_POVBK","2",129,"UP000145981",172,165,0.781818181818182,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"31","tr|Q0PCM5|Q0PCM5_POVBK","0",2,"UP000145981",362,355,0.00563380281690141,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"32","tr|Q0PCM5|Q0PCM5_POVBK","1",59,"UP000145981",362,355,0.166197183098592,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"33","tr|Q0PCM5|Q0PCM5_POVBK","2",288,"UP000145981",362,355,0.811267605633803,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"34","tr|Q0PCM6|Q0PCM6_POVBK","0",3,"UP000145981",232,225,0.0133333333333333,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"35","tr|Q0PCM6|Q0PCM6_POVBK","1",33,"UP000145981",232,225,0.146666666666667,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"36","tr|Q0PCM6|Q0PCM6_POVBK","2",185,"UP000145981",232,225,0.822222222222222,"BK polyomavirus","BK polyomavirus (BKPyV) (Human polyomavirus 1)",1891762,"5","Outlier (low value)","Genome","POVBK","Viruses, Monodnaviria, Shotokuvirae, Cossaviricota, Papovaviricetes, Sepolyvirales, Polyomaviridae, Betapolyomavirus",NA,NA,"Chronic","dsDNA","Polyomaviridae","Viruses","Shotokuvirae","Cossaviricota","Papovaviricetes","Sepolyvirales","Polyomaviridae","Betapolyomavirus","Betapolyomavirus hominis"
"37","tr|Q5Y0M9|Q5Y0M9_9ALPH","0",29,"UP000137988",1167,1160,0.025,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"38","tr|Q5Y0M9|Q5Y0M9_9ALPH","1",611,"UP000137988",1167,1160,0.526724137931034,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"39","tr|Q5Y0M9|Q5Y0M9_9ALPH","2",518,"UP000137988",1167,1160,0.446551724137931,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"40","tr|Q805V5|Q805V5_9ALPH","0",2,"UP000137988",225,218,0.00917431192660551,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"41","tr|Q805V5|Q805V5_9ALPH","1",59,"UP000137988",225,218,0.270642201834862,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"42","tr|Q805V5|Q805V5_9ALPH","2",155,"UP000137988",225,218,0.711009174311927,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"43","tr|Q69368|Q69368_9ALPH","0",1,"UP000137988",106,99,0.0101010101010101,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"44","tr|Q69368|Q69368_9ALPH","1",42,"UP000137988",106,99,0.424242424242424,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"45","tr|Q69368|Q69368_9ALPH","2",55,"UP000137988",106,99,0.555555555555556,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"46","tr|Q5Y0P4|Q5Y0P4_9ALPH","0",40,"UP000137988",630,623,0.0642054574638844,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"47","tr|Q5Y0P4|Q5Y0P4_9ALPH","1",252,"UP000137988",630,623,0.404494382022472,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
"48","tr|Q5Y0P4|Q5Y0P4_9ALPH","2",326,"UP000137988",630,623,0.523274478330658,"Cercopithecine alphaherpesvirus 2","Cercopithecine alphaherpesvirus 2",10317,"73","Standard","Genome","null","Viruses, Duplodnaviria, Heunggongvirae, Peploviricota, Herviviricetes, Herpesvirales, Herpesviridae, Alphaherpesvirinae, Simplexvirus","GCA_000846965.1","full","Acute","dsDNA","Herpesviridae","Viruses","Heunggongvirae","Peploviricota","Herviviricetes","Herpesvirales","Herpesviridae","Simplexvirus","Simplexvirus cercopithecinealpha2"
