"","target_seqname","peptide_id","0","1","2","3","gene","IC_cluster","Pre_CTL_Count","Post_CTL_Count","max","name","value"
"19","gi|31324543|ref|NP_061054.2|_calcium/calmodulin-dependent_protein_kinase_II_inhibitor_1_[Homo_sapiens]_fragment_2","CAMK2N1_536454",0,0,0,47.6190476190476,"CAMK2N1","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"20","gi|31324543|ref|NP_061054.2|_calcium/calmodulin-dependent_protein_kinase_II_inhibitor_1_[Homo_sapiens]_fragment_2","CAMK2N1_536454",0,0,0,47.6190476190476,"CAMK2N1","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"21","gi|578811885|ref|XP_006715238.1|_PREDICTED:_transcription_factor_AP-2-alpha_isoform_X1_[Homo_sapiens]_fragment_6","TFAP2A_601685",0,0,2.38095238095238,78.5714285714286,"TFAP2A","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"22","gi|578811885|ref|XP_006715238.1|_PREDICTED:_transcription_factor_AP-2-alpha_isoform_X1_[Homo_sapiens]_fragment_6","TFAP2A_601685",0,0,2.38095238095238,78.5714285714286,"TFAP2A","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"23","gi|530366531|ref|XP_005273344.1|_PREDICTED:_obscurin_isoform_X1_[Homo_sapiens]_fragment_38","OBSCN_88624",0,0,4.76190476190476,47.6190476190476,"OBSCN","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"24","gi|530366531|ref|XP_005273344.1|_PREDICTED:_obscurin_isoform_X1_[Homo_sapiens]_fragment_38","OBSCN_88624",0,0,4.76190476190476,47.6190476190476,"OBSCN","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.2
"25","gi|663856157|ref|NP_001287730.1|_membrane-associated_phosphatidylinositol_transfer_protein_2_isoform_2_[Homo_sapiens]_fragment_53","PITPNM2_537816",0,0,9.52380952380952,61.9047619047619,"PITPNM2","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"26","gi|663856157|ref|NP_001287730.1|_membrane-associated_phosphatidylinositol_transfer_protein_2_isoform_2_[Homo_sapiens]_fragment_53","PITPNM2_537816",0,0,9.52380952380952,61.9047619047619,"PITPNM2","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",2.4
"27","gi|300797780|ref|NP_998820.3|_serine/threonine-protein_kinase_WNK1_isoform_3_[Homo_sapiens]_fragment_54","WNK1_461031",0,0,7.14285714285714,80.952380952381,"WNK1","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"28","gi|300797780|ref|NP_998820.3|_serine/threonine-protein_kinase_WNK1_isoform_3_[Homo_sapiens]_fragment_54","WNK1_461031",0,0,7.14285714285714,80.952380952381,"WNK1","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"29","gi|530375185|ref|XP_005247788.1|_PREDICTED:_transcription_factor_Dp-2_isoform_X1_[Homo_sapiens]_fragment_6","TFDP2_156590",0,0,0,66.6666666666667,"TFDP2","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"30","gi|530375185|ref|XP_005247788.1|_PREDICTED:_transcription_factor_Dp-2_isoform_X1_[Homo_sapiens]_fragment_6","TFDP2_156590",0,0,0,66.6666666666667,"TFDP2","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",2
"31","gi|387762608|ref|NP_001248392.1|_nebulin-related-anchoring_protein_isoform_3_[Homo_sapiens]_fragment_64","NRAP_526548",0,0,2.38095238095238,42.8571428571429,"NRAP","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"32","gi|387762608|ref|NP_001248392.1|_nebulin-related-anchoring_protein_isoform_3_[Homo_sapiens]_fragment_64","NRAP_526548",0,0,2.38095238095238,42.8571428571429,"NRAP","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",2
"33","gi|767984837|ref|XP_011520136.1|_PREDICTED:_stAR-related_lipid_transfer_protein_9_isoform_X4_[Homo_sapiens]_fragment_137","STARD9_701718",0,0,4.76190476190476,76.1904761904762,"STARD9","Non-IC Cluster",NA,NA,7,"post_MS_autoAbs",2.41935483870968
"34","gi|767984837|ref|XP_011520136.1|_PREDICTED:_stAR-related_lipid_transfer_protein_9_isoform_X4_[Homo_sapiens]_fragment_137","STARD9_701718",0,0,4.76190476190476,76.1904761904762,"STARD9","Non-IC Cluster",NA,NA,7,"pre_MS_autoAbs",2.8
"35","gi|55770830|ref|NP_003646.2|_E3_SUMO-protein_ligase_CBX4_[Homo_sapiens]_fragment_6","CBX4_443152",0,0,2.38095238095238,59.5238095238095,"CBX4","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"36","gi|55770830|ref|NP_003646.2|_E3_SUMO-protein_ligase_CBX4_[Homo_sapiens]_fragment_6","CBX4_443152",0,0,2.38095238095238,59.5238095238095,"CBX4","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",2.4
"37","gi|530387060|ref|XP_005250082.1|_PREDICTED:_histone-lysine_N-methyltransferase_2C_isoform_X1_[Homo_sapiens]_fragment_80","KMT2C_616997",0,0,4.76190476190476,73.8095238095238,"KMT2C","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"38","gi|530387060|ref|XP_005250082.1|_PREDICTED:_histone-lysine_N-methyltransferase_2C_isoform_X1_[Homo_sapiens]_fragment_80","KMT2C_616997",0,0,4.76190476190476,73.8095238095238,"KMT2C","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"39","gi|767984837|ref|XP_011520136.1|_PREDICTED:_stAR-related_lipid_transfer_protein_9_isoform_X4_[Homo_sapiens]_fragment_136","STARD9_701717",0,0,2.38095238095238,78.5714285714286,"STARD9","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"40","gi|767984837|ref|XP_011520136.1|_PREDICTED:_stAR-related_lipid_transfer_protein_9_isoform_X4_[Homo_sapiens]_fragment_136","STARD9_701717",0,0,2.38095238095238,78.5714285714286,"STARD9","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",2.4
"41","gi|578807628|ref|XP_006713777.1|_PREDICTED:_rho_GTPase-activating_protein_31_isoform_X1_[Homo_sapiens]_fragment_37","ARHGAP31_155813",0,0,9.52380952380952,73.8095238095238,"ARHGAP31","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"42","gi|578807628|ref|XP_006713777.1|_PREDICTED:_rho_GTPase-activating_protein_31_isoform_X1_[Homo_sapiens]_fragment_37","ARHGAP31_155813",0,0,9.52380952380952,73.8095238095238,"ARHGAP31","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"43","gi|239582741|ref|NP_055722.2|_FERM_and_PDZ_domain-containing_protein_1_[Homo_sapiens]_fragment_2","FRMPD1_312343",0,0,2.38095238095238,76.1904761904762,"FRMPD1","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"44","gi|239582741|ref|NP_055722.2|_FERM_and_PDZ_domain-containing_protein_1_[Homo_sapiens]_fragment_2","FRMPD1_312343",0,0,2.38095238095238,76.1904761904762,"FRMPD1","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
"45","gi|530377585|ref|XP_005263002.1|_PREDICTED:_ankyrin-2_isoform_X4_[Homo_sapiens]_fragment_76","ANK2_171146",0,0,11.9047619047619,64.2857142857143,"ANK2","Non-IC Cluster",NA,NA,6,"post_MS_autoAbs",2.41935483870968
"46","gi|530377585|ref|XP_005263002.1|_PREDICTED:_ankyrin-2_isoform_X4_[Homo_sapiens]_fragment_76","ANK2_171146",0,0,11.9047619047619,64.2857142857143,"ANK2","Non-IC Cluster",NA,NA,6,"pre_MS_autoAbs",1.6
