"","chromosome_name","mismatches","count","pathogen"
"55","Auto","3",45,"AAClass_Scramble_Adenoassociated_virus_UP000180764-4_12mer_3mis_hits.tsv"
"56","X","3",2,"AAClass_Scramble_Adenoassociated_virus_UP000180764-4_12mer_3mis_hits.tsv"
"57","Auto","2",1,"AAClass_Scramble_Adenoassociated_virus_UP000180764-5_12mer_3mis_hits.tsv"
"58","Auto","3",45,"AAClass_Scramble_Adenoassociated_virus_UP000180764-5_12mer_3mis_hits.tsv"
"59","X","3",3,"AAClass_Scramble_Adenoassociated_virus_UP000180764-5_12mer_3mis_hits.tsv"
"60","Auto","3",42,"AAClass_Scramble_Adenoassociated_virus_UP000180764-6_12mer_3mis_hits.tsv"
"61","Auto","3",43,"AAClass_Scramble_Adenoassociated_virus_UP000180764-7_12mer_3mis_hits.tsv"
"62","Auto","3",36,"AAClass_Scramble_Adenoassociated_virus_UP000180764-8_12mer_3mis_hits.tsv"
"63","Auto","3",34,"AAClass_Scramble_Adenoassociated_virus_UP000180764-9_12mer_3mis_hits.tsv"
"64","Auto","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-1_12mer_3mis_hits.tsv"
"65","Auto","3",79,"AAClass_Scramble_Aichi_virus_UP000119554-1_12mer_3mis_hits.tsv"
"66","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-1_12mer_3mis_hits.tsv"
"67","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-1_12mer_3mis_hits.tsv"
"68","Auto","1",2,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"69","Auto","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"70","Auto","3",63,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"71","X","1",2,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"72","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"73","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-10_12mer_3mis_hits.tsv"
"74","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-11_12mer_3mis_hits.tsv"
"75","Auto","3",86,"AAClass_Scramble_Aichi_virus_UP000119554-11_12mer_3mis_hits.tsv"
"76","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-11_12mer_3mis_hits.tsv"
"77","X","3",5,"AAClass_Scramble_Aichi_virus_UP000119554-11_12mer_3mis_hits.tsv"
"78","Auto","2",10,"AAClass_Scramble_Aichi_virus_UP000119554-12_12mer_3mis_hits.tsv"
"79","Auto","3",66,"AAClass_Scramble_Aichi_virus_UP000119554-12_12mer_3mis_hits.tsv"
"80","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-12_12mer_3mis_hits.tsv"
"81","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-12_12mer_3mis_hits.tsv"
"82","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-13_12mer_3mis_hits.tsv"
"83","Auto","3",74,"AAClass_Scramble_Aichi_virus_UP000119554-13_12mer_3mis_hits.tsv"
"84","X","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-13_12mer_3mis_hits.tsv"
"85","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-13_12mer_3mis_hits.tsv"
"86","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-14_12mer_3mis_hits.tsv"
"87","Auto","3",80,"AAClass_Scramble_Aichi_virus_UP000119554-14_12mer_3mis_hits.tsv"
"88","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-14_12mer_3mis_hits.tsv"
"89","X","3",7,"AAClass_Scramble_Aichi_virus_UP000119554-14_12mer_3mis_hits.tsv"
"90","Auto","2",6,"AAClass_Scramble_Aichi_virus_UP000119554-15_12mer_3mis_hits.tsv"
"91","Auto","3",62,"AAClass_Scramble_Aichi_virus_UP000119554-15_12mer_3mis_hits.tsv"
"92","X","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-15_12mer_3mis_hits.tsv"
"93","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-15_12mer_3mis_hits.tsv"
"94","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-16_12mer_3mis_hits.tsv"
"95","Auto","3",73,"AAClass_Scramble_Aichi_virus_UP000119554-16_12mer_3mis_hits.tsv"
"96","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-16_12mer_3mis_hits.tsv"
"97","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-16_12mer_3mis_hits.tsv"
"98","Auto","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-17_12mer_3mis_hits.tsv"
"99","Auto","3",68,"AAClass_Scramble_Aichi_virus_UP000119554-17_12mer_3mis_hits.tsv"
"100","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-17_12mer_3mis_hits.tsv"
"101","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-17_12mer_3mis_hits.tsv"
"102","Auto","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"103","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"104","Auto","3",69,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"105","X","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"106","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"107","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-18_12mer_3mis_hits.tsv"
"108","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-19_12mer_3mis_hits.tsv"
"109","Auto","3",44,"AAClass_Scramble_Aichi_virus_UP000119554-19_12mer_3mis_hits.tsv"
"110","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-19_12mer_3mis_hits.tsv"
"111","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-19_12mer_3mis_hits.tsv"
"112","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-2_12mer_3mis_hits.tsv"
"113","Auto","3",77,"AAClass_Scramble_Aichi_virus_UP000119554-2_12mer_3mis_hits.tsv"
"114","X","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-2_12mer_3mis_hits.tsv"
"115","X","3",2,"AAClass_Scramble_Aichi_virus_UP000119554-2_12mer_3mis_hits.tsv"
"116","Auto","2",6,"AAClass_Scramble_Aichi_virus_UP000119554-20_12mer_3mis_hits.tsv"
"117","Auto","3",60,"AAClass_Scramble_Aichi_virus_UP000119554-20_12mer_3mis_hits.tsv"
"118","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-20_12mer_3mis_hits.tsv"
"119","X","3",2,"AAClass_Scramble_Aichi_virus_UP000119554-20_12mer_3mis_hits.tsv"
"120","Auto","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-21_12mer_3mis_hits.tsv"
"121","Auto","3",72,"AAClass_Scramble_Aichi_virus_UP000119554-21_12mer_3mis_hits.tsv"
"122","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-21_12mer_3mis_hits.tsv"
"123","X","3",10,"AAClass_Scramble_Aichi_virus_UP000119554-21_12mer_3mis_hits.tsv"
"124","Auto","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"125","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"126","Auto","3",63,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"127","X","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"128","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"129","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-22_12mer_3mis_hits.tsv"
"130","Auto","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-23_12mer_3mis_hits.tsv"
"131","Auto","2",8,"AAClass_Scramble_Aichi_virus_UP000119554-23_12mer_3mis_hits.tsv"
"132","Auto","3",67,"AAClass_Scramble_Aichi_virus_UP000119554-23_12mer_3mis_hits.tsv"
"133","X","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-23_12mer_3mis_hits.tsv"
"134","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-23_12mer_3mis_hits.tsv"
"135","Auto","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-24_12mer_3mis_hits.tsv"
"136","Auto","3",77,"AAClass_Scramble_Aichi_virus_UP000119554-24_12mer_3mis_hits.tsv"
"137","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-24_12mer_3mis_hits.tsv"
"138","X","3",2,"AAClass_Scramble_Aichi_virus_UP000119554-24_12mer_3mis_hits.tsv"
"139","Auto","1",2,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"140","Auto","2",11,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"141","Auto","3",75,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"142","X","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"143","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"144","X","3",7,"AAClass_Scramble_Aichi_virus_UP000119554-25_12mer_3mis_hits.tsv"
"145","Auto","2",6,"AAClass_Scramble_Aichi_virus_UP000119554-26_12mer_3mis_hits.tsv"
"146","Auto","3",88,"AAClass_Scramble_Aichi_virus_UP000119554-26_12mer_3mis_hits.tsv"
"147","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-26_12mer_3mis_hits.tsv"
"148","X","3",4,"AAClass_Scramble_Aichi_virus_UP000119554-26_12mer_3mis_hits.tsv"
"149","Auto","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"150","Auto","2",6,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"151","Auto","3",61,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"152","X","1",1,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"153","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"154","X","3",4,"AAClass_Scramble_Aichi_virus_UP000119554-27_12mer_3mis_hits.tsv"
"155","Auto","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-28_12mer_3mis_hits.tsv"
"156","Auto","3",65,"AAClass_Scramble_Aichi_virus_UP000119554-28_12mer_3mis_hits.tsv"
"157","X","3",8,"AAClass_Scramble_Aichi_virus_UP000119554-28_12mer_3mis_hits.tsv"
"158","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-29_12mer_3mis_hits.tsv"
"159","Auto","3",66,"AAClass_Scramble_Aichi_virus_UP000119554-29_12mer_3mis_hits.tsv"
"160","X","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-29_12mer_3mis_hits.tsv"
"161","X","3",2,"AAClass_Scramble_Aichi_virus_UP000119554-29_12mer_3mis_hits.tsv"
"162","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-3_12mer_3mis_hits.tsv"
"163","Auto","3",64,"AAClass_Scramble_Aichi_virus_UP000119554-3_12mer_3mis_hits.tsv"
"164","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-3_12mer_3mis_hits.tsv"
"165","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-3_12mer_3mis_hits.tsv"
"166","Auto","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-30_12mer_3mis_hits.tsv"
"167","Auto","3",76,"AAClass_Scramble_Aichi_virus_UP000119554-30_12mer_3mis_hits.tsv"
"168","X","3",4,"AAClass_Scramble_Aichi_virus_UP000119554-30_12mer_3mis_hits.tsv"
"169","Auto","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-4_12mer_3mis_hits.tsv"
"170","Auto","3",95,"AAClass_Scramble_Aichi_virus_UP000119554-4_12mer_3mis_hits.tsv"
"171","X","2",1,"AAClass_Scramble_Aichi_virus_UP000119554-4_12mer_3mis_hits.tsv"
"172","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-4_12mer_3mis_hits.tsv"
"173","Auto","2",5,"AAClass_Scramble_Aichi_virus_UP000119554-5_12mer_3mis_hits.tsv"
"174","Auto","3",59,"AAClass_Scramble_Aichi_virus_UP000119554-5_12mer_3mis_hits.tsv"
"175","X","2",2,"AAClass_Scramble_Aichi_virus_UP000119554-5_12mer_3mis_hits.tsv"
"176","X","3",3,"AAClass_Scramble_Aichi_virus_UP000119554-5_12mer_3mis_hits.tsv"
"177","Auto","2",8,"AAClass_Scramble_Aichi_virus_UP000119554-6_12mer_3mis_hits.tsv"
"178","Auto","3",78,"AAClass_Scramble_Aichi_virus_UP000119554-6_12mer_3mis_hits.tsv"
"179","Mitochondrion","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-6_12mer_3mis_hits.tsv"
"180","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-6_12mer_3mis_hits.tsv"
"181","X","3",2,"AAClass_Scramble_Aichi_virus_UP000119554-6_12mer_3mis_hits.tsv"
"182","Auto","2",7,"AAClass_Scramble_Aichi_virus_UP000119554-7_12mer_3mis_hits.tsv"
"183","Auto","3",58,"AAClass_Scramble_Aichi_virus_UP000119554-7_12mer_3mis_hits.tsv"
"184","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-7_12mer_3mis_hits.tsv"
"185","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-7_12mer_3mis_hits.tsv"
"186","Auto","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-8_12mer_3mis_hits.tsv"
"187","Auto","3",48,"AAClass_Scramble_Aichi_virus_UP000119554-8_12mer_3mis_hits.tsv"
"188","X","2",4,"AAClass_Scramble_Aichi_virus_UP000119554-8_12mer_3mis_hits.tsv"
"189","X","3",1,"AAClass_Scramble_Aichi_virus_UP000119554-8_12mer_3mis_hits.tsv"
"190","Auto","2",6,"AAClass_Scramble_Aichi_virus_UP000119554-9_12mer_3mis_hits.tsv"
"191","Auto","3",68,"AAClass_Scramble_Aichi_virus_UP000119554-9_12mer_3mis_hits.tsv"
"192","X","2",3,"AAClass_Scramble_Aichi_virus_UP000119554-9_12mer_3mis_hits.tsv"
"193","X","3",4,"AAClass_Scramble_Aichi_virus_UP000119554-9_12mer_3mis_hits.tsv"
"194","Auto","2",3,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-1_12mer_3mis_hits.tsv"
"195","Auto","3",71,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-1_12mer_3mis_hits.tsv"
"196","X","3",9,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-1_12mer_3mis_hits.tsv"
"197","Auto","3",72,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-10_12mer_3mis_hits.tsv"
"198","X","3",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-10_12mer_3mis_hits.tsv"
"199","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-11_12mer_3mis_hits.tsv"
"200","Auto","3",75,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-11_12mer_3mis_hits.tsv"
"201","X","3",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-11_12mer_3mis_hits.tsv"
"202","Auto","2",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-12_12mer_3mis_hits.tsv"
"203","Auto","3",84,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-12_12mer_3mis_hits.tsv"
"204","X","3",5,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-12_12mer_3mis_hits.tsv"
"205","Auto","3",54,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-13_12mer_3mis_hits.tsv"
"206","Auto","2",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-14_12mer_3mis_hits.tsv"
"207","Auto","3",73,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-14_12mer_3mis_hits.tsv"
"208","X","3",7,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-14_12mer_3mis_hits.tsv"
"209","Auto","2",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-15_12mer_3mis_hits.tsv"
"210","Auto","3",90,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-15_12mer_3mis_hits.tsv"
"211","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-16_12mer_3mis_hits.tsv"
"212","Auto","3",70,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-16_12mer_3mis_hits.tsv"
"213","X","3",5,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-16_12mer_3mis_hits.tsv"
"214","Auto","3",79,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-17_12mer_3mis_hits.tsv"
"215","X","3",6,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-17_12mer_3mis_hits.tsv"
"216","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-18_12mer_3mis_hits.tsv"
"217","Auto","3",54,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-18_12mer_3mis_hits.tsv"
"218","X","3",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-18_12mer_3mis_hits.tsv"
"219","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-19_12mer_3mis_hits.tsv"
"220","Auto","3",52,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-19_12mer_3mis_hits.tsv"
"221","X","3",7,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-19_12mer_3mis_hits.tsv"
"222","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-2_12mer_3mis_hits.tsv"
"223","Auto","3",87,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-2_12mer_3mis_hits.tsv"
"224","Auto","3",62,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-20_12mer_3mis_hits.tsv"
"225","X","3",5,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-20_12mer_3mis_hits.tsv"
"226","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-21_12mer_3mis_hits.tsv"
"227","Auto","3",54,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-21_12mer_3mis_hits.tsv"
"228","X","3",6,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-21_12mer_3mis_hits.tsv"
"229","Auto","2",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-22_12mer_3mis_hits.tsv"
"230","Auto","3",78,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-22_12mer_3mis_hits.tsv"
"231","X","3",3,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-22_12mer_3mis_hits.tsv"
"232","Auto","3",70,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-23_12mer_3mis_hits.tsv"
"233","X","3",3,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-23_12mer_3mis_hits.tsv"
"234","Auto","3",43,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-24_12mer_3mis_hits.tsv"
"235","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-25_12mer_3mis_hits.tsv"
"236","Auto","3",63,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-25_12mer_3mis_hits.tsv"
"237","X","3",4,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-25_12mer_3mis_hits.tsv"
"238","Auto","3",76,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-26_12mer_3mis_hits.tsv"
"239","X","3",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-26_12mer_3mis_hits.tsv"
"240","Auto","2",3,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-27_12mer_3mis_hits.tsv"
"241","Auto","3",77,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-27_12mer_3mis_hits.tsv"
"242","X","3",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-27_12mer_3mis_hits.tsv"
"243","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-28_12mer_3mis_hits.tsv"
"244","Auto","3",64,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-28_12mer_3mis_hits.tsv"
"245","X","3",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-28_12mer_3mis_hits.tsv"
"246","Auto","3",59,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-29_12mer_3mis_hits.tsv"
"247","X","3",4,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-29_12mer_3mis_hits.tsv"
"248","Auto","2",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-3_12mer_3mis_hits.tsv"
"249","Auto","3",66,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-3_12mer_3mis_hits.tsv"
"250","X","3",2,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-3_12mer_3mis_hits.tsv"
"251","Auto","2",1,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-30_12mer_3mis_hits.tsv"
"252","Auto","3",75,"AAClass_Scramble_Australian_bat_lyssavirus_UP000006934-30_12mer_3mis_hits.tsv"
