"","query_seqname","query_start","mismatches","count","Proteome ID","PLength"
"41","tr|Q8QMS8|Q8QMS8_CWPXB",41,3,5,"UP000152733",192
"42","tr|Q8QMS8|Q8QMS8_CWPXB",42,2,4,"UP000152733",192
"43","tr|Q8QMS8|Q8QMS8_CWPXB",42,3,5,"UP000152733",192
"44","tr|Q8QMS8|Q8QMS8_CWPXB",43,2,4,"UP000152733",192
"45","tr|Q8QMS8|Q8QMS8_CWPXB",43,3,5,"UP000152733",192
"46","tr|Q8QMS8|Q8QMS8_CWPXB",44,2,4,"UP000152733",192
"47","tr|Q8QMS8|Q8QMS8_CWPXB",44,3,5,"UP000152733",192
"48","tr|Q8QMS8|Q8QMS8_CWPXB",45,2,4,"UP000152733",192
"49","tr|Q8QMS8|Q8QMS8_CWPXB",45,3,5,"UP000152733",192
"50","tr|Q8QMS8|Q8QMS8_CWPXB",46,1,1,"UP000152733",192
"51","tr|Q8QMS8|Q8QMS8_CWPXB",46,2,2,"UP000152733",192
"52","tr|Q8QMS8|Q8QMS8_CWPXB",46,3,4,"UP000152733",192
"53","tr|Q8QMS8|Q8QMS8_CWPXB",47,1,1,"UP000152733",192
"54","tr|Q8QMS8|Q8QMS8_CWPXB",47,2,1,"UP000152733",192
"55","tr|Q8QMS8|Q8QMS8_CWPXB",47,3,3,"UP000152733",192
"56","tr|Q8QMS8|Q8QMS8_CWPXB",48,2,1,"UP000152733",192
"57","tr|Q8QMS8|Q8QMS8_CWPXB",48,3,4,"UP000152733",192
"58","tr|Q8QMS8|Q8QMS8_CWPXB",49,2,1,"UP000152733",192
"59","tr|Q8QMS8|Q8QMS8_CWPXB",49,3,3,"UP000152733",192
"60","tr|Q8QMS8|Q8QMS8_CWPXB",50,1,1,"UP000152733",192
"61","tr|Q8QMS8|Q8QMS8_CWPXB",50,3,2,"UP000152733",192
"62","tr|Q8QMS8|Q8QMS8_CWPXB",51,1,1,"UP000152733",192
"63","tr|Q8QMS8|Q8QMS8_CWPXB",51,3,2,"UP000152733",192
"64","tr|Q8QMS8|Q8QMS8_CWPXB",52,2,1,"UP000152733",192
"65","tr|Q8QMS8|Q8QMS8_CWPXB",53,3,1,"UP000152733",192
"66","tr|Q8QMY6|Q8QMY6_CWPXB",223,2,1,"UP000152733",771
"67","tr|Q8QMY6|Q8QMY6_CWPXB",224,2,1,"UP000152733",771
"68","tr|Q8QMY6|Q8QMY6_CWPXB",225,1,1,"UP000152733",771
"69","tr|Q8QMY6|Q8QMY6_CWPXB",226,1,1,"UP000152733",771
"70","tr|Q8QMY6|Q8QMY6_CWPXB",227,2,1,"UP000152733",771
"71","tr|Q8QMY6|Q8QMY6_CWPXB",228,2,1,"UP000152733",771
"72","tr|Q8QMY6|Q8QMY6_CWPXB",229,2,1,"UP000152733",771
"73","tr|Q8QMY6|Q8QMY6_CWPXB",230,2,1,"UP000152733",771
"74","tr|Q8QMY6|Q8QMY6_CWPXB",231,2,1,"UP000152733",771
"75","tr|Q8QMY6|Q8QMY6_CWPXB",232,2,1,"UP000152733",771
"76","tr|Q8QMY6|Q8QMY6_CWPXB",233,3,1,"UP000152733",771
"77","tr|Q8QMY6|Q8QMY6_CWPXB",264,3,1,"UP000152733",771
"78","tr|Q8QMY6|Q8QMY6_CWPXB",265,3,1,"UP000152733",771
"79","tr|Q8QMY6|Q8QMY6_CWPXB",266,3,1,"UP000152733",771
"80","tr|Q8QMY6|Q8QMY6_CWPXB",267,3,1,"UP000152733",771
"81","tr|Q8QMY6|Q8QMY6_CWPXB",268,3,1,"UP000152733",771
"82","tr|Q8QMY6|Q8QMY6_CWPXB",269,3,1,"UP000152733",771
"83","tr|Q8QMY6|Q8QMY6_CWPXB",270,3,1,"UP000152733",771
"84","tr|Q8QMY6|Q8QMY6_CWPXB",271,3,1,"UP000152733",771
"85","tr|Q8QMY6|Q8QMY6_CWPXB",272,3,1,"UP000152733",771
"86","tr|Q8QMY6|Q8QMY6_CWPXB",273,2,1,"UP000152733",771
"87","tr|Q8QMY6|Q8QMY6_CWPXB",274,1,1,"UP000152733",771
"88","tr|Q8QMY6|Q8QMY6_CWPXB",275,1,1,"UP000152733",771
"89","tr|Q8QMY6|Q8QMY6_CWPXB",276,1,1,"UP000152733",771
"90","tr|Q8QMY6|Q8QMY6_CWPXB",276,2,1,"UP000152733",771
"91","tr|Q8QMY6|Q8QMY6_CWPXB",277,1,1,"UP000152733",771
"92","tr|Q8QMY6|Q8QMY6_CWPXB",277,3,1,"UP000152733",771
"93","tr|Q8QMY6|Q8QMY6_CWPXB",278,1,1,"UP000152733",771
"94","tr|Q8QMY6|Q8QMY6_CWPXB",279,2,1,"UP000152733",771
"95","tr|Q8QMY6|Q8QMY6_CWPXB",280,3,1,"UP000152733",771
"96","tr|Q8QMY6|Q8QMY6_CWPXB",281,3,1,"UP000152733",771
"97","tr|Q8QMY6|Q8QMY6_CWPXB",282,3,1,"UP000152733",771
"98","tr|Q8QMY6|Q8QMY6_CWPXB",283,3,1,"UP000152733",771
"99","tr|Q8QMY6|Q8QMY6_CWPXB",284,3,1,"UP000152733",771
"100","tr|Q8QMY6|Q8QMY6_CWPXB",285,3,1,"UP000152733",771
"101","tr|Q8QMY6|Q8QMY6_CWPXB",286,3,1,"UP000152733",771
"102","tr|Q8QMY6|Q8QMY6_CWPXB",287,2,1,"UP000152733",771
"103","tr|Q8QMY6|Q8QMY6_CWPXB",288,2,1,"UP000152733",771
"104","tr|Q8QMY6|Q8QMY6_CWPXB",289,3,1,"UP000152733",771
"105","tr|Q8QMY6|Q8QMY6_CWPXB",290,3,1,"UP000152733",771
"106","tr|Q8QMY6|Q8QMY6_CWPXB",291,3,1,"UP000152733",771
"107","tr|Q8QMY6|Q8QMY6_CWPXB",298,3,1,"UP000152733",771
"108","tr|Q8QMY6|Q8QMY6_CWPXB",299,3,1,"UP000152733",771
"109","tr|Q8QMY6|Q8QMY6_CWPXB",300,3,1,"UP000152733",771
"110","tr|Q8QMY6|Q8QMY6_CWPXB",301,3,1,"UP000152733",771
"111","tr|Q8QMY6|Q8QMY6_CWPXB",302,3,1,"UP000152733",771
"112","tr|Q8QMY6|Q8QMY6_CWPXB",311,3,1,"UP000152733",771
"113","tr|Q8QMY6|Q8QMY6_CWPXB",312,3,1,"UP000152733",771
"114","tr|Q8QMY6|Q8QMY6_CWPXB",321,3,1,"UP000152733",771
"115","tr|Q8QMY6|Q8QMY6_CWPXB",322,3,1,"UP000152733",771
"116","tr|Q8QMY6|Q8QMY6_CWPXB",323,3,1,"UP000152733",771
"117","tr|Q8QMY6|Q8QMY6_CWPXB",324,2,1,"UP000152733",771
"118","tr|Q8QMY6|Q8QMY6_CWPXB",325,2,1,"UP000152733",771
"119","tr|Q8QMY6|Q8QMY6_CWPXB",326,2,1,"UP000152733",771
"120","tr|Q8QMY6|Q8QMY6_CWPXB",327,3,1,"UP000152733",771
"121","tr|Q8QMY6|Q8QMY6_CWPXB",347,3,1,"UP000152733",771
"122","tr|Q8QMY6|Q8QMY6_CWPXB",348,3,1,"UP000152733",771
"123","tr|Q8QMY6|Q8QMY6_CWPXB",349,3,1,"UP000152733",771
"124","tr|Q8QMY6|Q8QMY6_CWPXB",350,3,1,"UP000152733",771
"125","tr|Q8QMY6|Q8QMY6_CWPXB",351,3,1,"UP000152733",771
"126","tr|Q8QMY6|Q8QMY6_CWPXB",392,3,1,"UP000152733",771
"127","tr|Q8QMY6|Q8QMY6_CWPXB",405,3,1,"UP000152733",771
"128","tr|Q8QMY6|Q8QMY6_CWPXB",406,2,1,"UP000152733",771
"129","tr|Q8QMY6|Q8QMY6_CWPXB",407,2,1,"UP000152733",771
"130","tr|Q8QMY6|Q8QMY6_CWPXB",408,2,1,"UP000152733",771
"131","tr|Q8QMY6|Q8QMY6_CWPXB",409,2,1,"UP000152733",771
"132","tr|Q8QMY6|Q8QMY6_CWPXB",410,2,1,"UP000152733",771
"133","tr|Q8QMY6|Q8QMY6_CWPXB",411,1,1,"UP000152733",771
"134","tr|Q8QMY6|Q8QMY6_CWPXB",412,1,1,"UP000152733",771
"135","tr|Q8QMY6|Q8QMY6_CWPXB",413,1,1,"UP000152733",771
"136","tr|Q8QMY6|Q8QMY6_CWPXB",414,0,1,"UP000152733",771
"137","tr|Q8QMY6|Q8QMY6_CWPXB",415,0,1,"UP000152733",771
"138","tr|Q8QMY6|Q8QMY6_CWPXB",416,1,1,"UP000152733",771
"139","tr|Q8QMY6|Q8QMY6_CWPXB",417,2,1,"UP000152733",771
"140","tr|Q8QMY6|Q8QMY6_CWPXB",418,2,1,"UP000152733",771
"141","tr|Q8QMY6|Q8QMY6_CWPXB",419,3,1,"UP000152733",771
"142","tr|Q8QMY6|Q8QMY6_CWPXB",467,3,1,"UP000152733",771
"143","tr|Q8QMY6|Q8QMY6_CWPXB",468,2,1,"UP000152733",771
"144","tr|Q8QMY6|Q8QMY6_CWPXB",469,2,1,"UP000152733",771
"145","tr|Q8QMY6|Q8QMY6_CWPXB",470,2,1,"UP000152733",771
"146","tr|Q8QMY6|Q8QMY6_CWPXB",471,2,1,"UP000152733",771
"147","tr|Q8QMY6|Q8QMY6_CWPXB",472,2,1,"UP000152733",771
"148","tr|Q8QMY6|Q8QMY6_CWPXB",473,1,1,"UP000152733",771
"149","tr|Q8QMY6|Q8QMY6_CWPXB",474,2,1,"UP000152733",771
"150","tr|Q8QMY6|Q8QMY6_CWPXB",475,3,1,"UP000152733",771
"151","tr|Q8QMY6|Q8QMY6_CWPXB",476,3,1,"UP000152733",771
"152","tr|Q8QMY6|Q8QMY6_CWPXB",477,3,1,"UP000152733",771
"153","tr|Q8QMY6|Q8QMY6_CWPXB",478,3,1,"UP000152733",771
"154","tr|Q8QMY6|Q8QMY6_CWPXB",479,3,1,"UP000152733",771
"155","tr|Q8QMY6|Q8QMY6_CWPXB",480,3,1,"UP000152733",771
"156","tr|Q8QMY6|Q8QMY6_CWPXB",481,3,1,"UP000152733",771
"157","tr|Q8QMY6|Q8QMY6_CWPXB",482,3,1,"UP000152733",771
"158","tr|Q8QMY6|Q8QMY6_CWPXB",483,3,1,"UP000152733",771
"159","tr|Q8QMY6|Q8QMY6_CWPXB",484,3,1,"UP000152733",771
"160","tr|Q8QMY6|Q8QMY6_CWPXB",485,3,1,"UP000152733",771
"161","tr|Q8QMY6|Q8QMY6_CWPXB",486,3,1,"UP000152733",771
"162","tr|Q8QMY6|Q8QMY6_CWPXB",487,3,1,"UP000152733",771
"163","tr|Q8QMY6|Q8QMY6_CWPXB",488,2,1,"UP000152733",771
"164","tr|Q8QMY6|Q8QMY6_CWPXB",489,2,1,"UP000152733",771
"165","tr|Q8QMY6|Q8QMY6_CWPXB",490,2,1,"UP000152733",771
"166","tr|Q8QMY6|Q8QMY6_CWPXB",491,2,1,"UP000152733",771
"167","tr|Q8QMY6|Q8QMY6_CWPXB",492,1,1,"UP000152733",771
"168","tr|Q8QMY6|Q8QMY6_CWPXB",493,0,1,"UP000152733",771
"169","tr|Q8QMY6|Q8QMY6_CWPXB",494,0,1,"UP000152733",771
"170","tr|Q8QMY6|Q8QMY6_CWPXB",495,0,1,"UP000152733",771
"171","tr|Q8QMY6|Q8QMY6_CWPXB",496,0,1,"UP000152733",771
"172","tr|Q8QMY6|Q8QMY6_CWPXB",497,1,1,"UP000152733",771
"173","tr|Q8QMY6|Q8QMY6_CWPXB",498,2,1,"UP000152733",771
"174","tr|Q8QMY6|Q8QMY6_CWPXB",499,2,1,"UP000152733",771
"175","tr|Q8QMY6|Q8QMY6_CWPXB",500,2,1,"UP000152733",771
"176","tr|Q8QMY6|Q8QMY6_CWPXB",501,2,1,"UP000152733",771
"177","tr|Q8QMY6|Q8QMY6_CWPXB",502,3,1,"UP000152733",771
"178","tr|Q8QMY6|Q8QMY6_CWPXB",503,3,1,"UP000152733",771
"179","tr|Q8QMY6|Q8QMY6_CWPXB",520,3,1,"UP000152733",771
"180","tr|Q8QMY6|Q8QMY6_CWPXB",521,3,1,"UP000152733",771
"181","tr|Q8QMY6|Q8QMY6_CWPXB",522,2,1,"UP000152733",771
"182","tr|Q8QMY6|Q8QMY6_CWPXB",523,2,1,"UP000152733",771
"183","tr|Q8QMY6|Q8QMY6_CWPXB",524,2,1,"UP000152733",771
"184","tr|Q8QMY6|Q8QMY6_CWPXB",525,2,1,"UP000152733",771
"185","tr|Q8QMY6|Q8QMY6_CWPXB",526,1,1,"UP000152733",771
"186","tr|Q8QMY6|Q8QMY6_CWPXB",527,2,1,"UP000152733",771
"187","tr|Q8QMY6|Q8QMY6_CWPXB",528,2,1,"UP000152733",771
"188","tr|Q8QMY6|Q8QMY6_CWPXB",529,2,1,"UP000152733",771
"189","tr|Q8QMY6|Q8QMY6_CWPXB",530,2,1,"UP000152733",771
"190","tr|Q8QMY6|Q8QMY6_CWPXB",531,3,1,"UP000152733",771
"191","tr|Q8QMY6|Q8QMY6_CWPXB",563,3,1,"UP000152733",771
"192","tr|Q8QMY6|Q8QMY6_CWPXB",589,3,1,"UP000152733",771
"193","tr|Q8QMY6|Q8QMY6_CWPXB",590,2,1,"UP000152733",771
"194","tr|Q8QMY6|Q8QMY6_CWPXB",591,2,1,"UP000152733",771
"195","tr|Q8QMY6|Q8QMY6_CWPXB",592,2,1,"UP000152733",771
"196","tr|Q8QMY6|Q8QMY6_CWPXB",593,1,1,"UP000152733",771
"197","tr|Q8QMY6|Q8QMY6_CWPXB",594,1,1,"UP000152733",771
"198","tr|Q8QMY6|Q8QMY6_CWPXB",595,1,1,"UP000152733",771
"199","tr|Q8QMY6|Q8QMY6_CWPXB",596,1,1,"UP000152733",771
"200","tr|Q8QMY6|Q8QMY6_CWPXB",597,1,1,"UP000152733",771
"201","tr|Q8QMY6|Q8QMY6_CWPXB",598,1,1,"UP000152733",771
"202","tr|Q8QMY6|Q8QMY6_CWPXB",599,1,1,"UP000152733",771
"203","tr|Q8QMY6|Q8QMY6_CWPXB",600,1,1,"UP000152733",771
"204","tr|Q8QMY6|Q8QMY6_CWPXB",601,1,1,"UP000152733",771
"205","tr|Q8QMY6|Q8QMY6_CWPXB",602,1,1,"UP000152733",771
"206","tr|Q8QMY6|Q8QMY6_CWPXB",603,1,1,"UP000152733",771
"207","tr|Q8QMY6|Q8QMY6_CWPXB",604,1,1,"UP000152733",771
"208","tr|Q8QMY6|Q8QMY6_CWPXB",605,1,1,"UP000152733",771
"209","tr|Q8QMY6|Q8QMY6_CWPXB",606,1,1,"UP000152733",771
"210","tr|Q8QMY6|Q8QMY6_CWPXB",607,1,1,"UP000152733",771
"211","tr|Q8QMY6|Q8QMY6_CWPXB",608,1,1,"UP000152733",771
"212","tr|Q8QMY6|Q8QMY6_CWPXB",609,1,1,"UP000152733",771
"213","tr|Q8QMY6|Q8QMY6_CWPXB",610,1,1,"UP000152733",771
"214","tr|Q8QMY6|Q8QMY6_CWPXB",611,1,1,"UP000152733",771
"215","tr|Q8QMY6|Q8QMY6_CWPXB",612,1,1,"UP000152733",771
"216","tr|Q8QMY6|Q8QMY6_CWPXB",613,1,1,"UP000152733",771
"217","tr|Q8QMY6|Q8QMY6_CWPXB",614,1,1,"UP000152733",771
"218","tr|Q8QMY6|Q8QMY6_CWPXB",615,1,1,"UP000152733",771
"219","tr|Q8QMY6|Q8QMY6_CWPXB",616,1,1,"UP000152733",771
"220","tr|Q8QMY6|Q8QMY6_CWPXB",617,0,1,"UP000152733",771
"221","tr|Q8QMY6|Q8QMY6_CWPXB",618,1,1,"UP000152733",771
"222","tr|Q8QMY6|Q8QMY6_CWPXB",619,1,1,"UP000152733",771
"223","tr|Q8QMY6|Q8QMY6_CWPXB",620,1,1,"UP000152733",771
"224","tr|Q8QMY6|Q8QMY6_CWPXB",621,1,1,"UP000152733",771
"225","tr|Q8QMY6|Q8QMY6_CWPXB",622,1,1,"UP000152733",771
"226","tr|Q8QMY6|Q8QMY6_CWPXB",623,1,1,"UP000152733",771
"227","tr|Q8QMY6|Q8QMY6_CWPXB",624,1,1,"UP000152733",771
"228","tr|Q8QMY6|Q8QMY6_CWPXB",625,2,1,"UP000152733",771
"229","tr|Q8QMY6|Q8QMY6_CWPXB",626,3,1,"UP000152733",771
"230","tr|Q8QMY6|Q8QMY6_CWPXB",627,3,1,"UP000152733",771
"231","tr|Q8QMY6|Q8QMY6_CWPXB",628,3,1,"UP000152733",771
"232","tr|Q8QMY6|Q8QMY6_CWPXB",629,3,1,"UP000152733",771
"233","tr|Q8QMY6|Q8QMY6_CWPXB",630,3,1,"UP000152733",771
"234","tr|Q8QMY6|Q8QMY6_CWPXB",686,3,1,"UP000152733",771
"235","tr|Q8QMY6|Q8QMY6_CWPXB",687,3,1,"UP000152733",771
"236","tr|Q8QMY6|Q8QMY6_CWPXB",688,3,1,"UP000152733",771
"237","tr|Q8QMY6|Q8QMY6_CWPXB",690,3,1,"UP000152733",771
"238","tr|Q8QMY6|Q8QMY6_CWPXB",691,2,1,"UP000152733",771
"239","tr|Q8QMY6|Q8QMY6_CWPXB",692,2,1,"UP000152733",771
"240","tr|Q8QMY6|Q8QMY6_CWPXB",693,2,1,"UP000152733",771
"241","tr|Q8QMY6|Q8QMY6_CWPXB",694,2,1,"UP000152733",771
"242","tr|Q8QMY6|Q8QMY6_CWPXB",695,3,1,"UP000152733",771
"243","tr|Q8QMY6|Q8QMY6_CWPXB",696,2,1,"UP000152733",771
"244","tr|Q8QMY6|Q8QMY6_CWPXB",697,3,1,"UP000152733",771
"245","tr|Q8QMY6|Q8QMY6_CWPXB",698,3,1,"UP000152733",771
"246","tr|Q8QMY6|Q8QMY6_CWPXB",707,3,1,"UP000152733",771
"247","tr|Q8QMY6|Q8QMY6_CWPXB",708,3,1,"UP000152733",771
"248","tr|Q8QMY6|Q8QMY6_CWPXB",709,3,1,"UP000152733",771
"249","tr|Q8QMY6|Q8QMY6_CWPXB",715,3,1,"UP000152733",771
"250","tr|Q8QMY6|Q8QMY6_CWPXB",716,3,1,"UP000152733",771
"251","tr|Q8QMY6|Q8QMY6_CWPXB",717,2,1,"UP000152733",771
"252","tr|Q8QMY6|Q8QMY6_CWPXB",718,2,1,"UP000152733",771
"253","tr|Q8QMY6|Q8QMY6_CWPXB",719,2,1,"UP000152733",771
"254","tr|Q8QMY6|Q8QMY6_CWPXB",720,2,1,"UP000152733",771
"255","tr|Q8QMY6|Q8QMY6_CWPXB",721,2,1,"UP000152733",771
"256","tr|Q8QMY6|Q8QMY6_CWPXB",722,2,1,"UP000152733",771
"257","tr|Q8QMY6|Q8QMY6_CWPXB",723,3,1,"UP000152733",771
"258","tr|Q8QMY6|Q8QMY6_CWPXB",724,3,1,"UP000152733",771
"259","tr|Q8QMY6|Q8QMY6_CWPXB",725,3,1,"UP000152733",771
"260","tr|Q8QMY6|Q8QMY6_CWPXB",729,3,1,"UP000152733",771
"261","tr|Q8QMY6|Q8QMY6_CWPXB",730,3,1,"UP000152733",771
"262","tr|Q8QMY6|Q8QMY6_CWPXB",731,3,1,"UP000152733",771
"263","tr|Q8QMY6|Q8QMY6_CWPXB",732,3,1,"UP000152733",771
"264","tr|Q8QMY6|Q8QMY6_CWPXB",733,3,1,"UP000152733",771
"265","tr|Q8QN14|Q8QN14_CWPXB",22,3,1,"UP000152733",333
"266","tr|Q8QN14|Q8QN14_CWPXB",23,3,1,"UP000152733",333
"267","tr|Q8QN14|Q8QN14_CWPXB",24,3,1,"UP000152733",333
"268","tr|Q8QN14|Q8QN14_CWPXB",25,2,1,"UP000152733",333
"269","tr|Q8QN14|Q8QN14_CWPXB",26,2,1,"UP000152733",333
"270","tr|Q8QN14|Q8QN14_CWPXB",27,2,1,"UP000152733",333
"271","tr|Q8QN14|Q8QN14_CWPXB",28,2,1,"UP000152733",333
"272","tr|Q8QN14|Q8QN14_CWPXB",29,2,1,"UP000152733",333
"273","tr|Q8QN14|Q8QN14_CWPXB",30,2,1,"UP000152733",333
"274","tr|Q8QN14|Q8QN14_CWPXB",31,2,1,"UP000152733",333
"275","tr|Q8QN14|Q8QN14_CWPXB",32,2,1,"UP000152733",333
"276","tr|Q8QN14|Q8QN14_CWPXB",33,2,1,"UP000152733",333
"277","tr|Q8QN14|Q8QN14_CWPXB",34,2,1,"UP000152733",333
"278","tr|Q8QN14|Q8QN14_CWPXB",35,2,1,"UP000152733",333
"279","tr|Q8QN14|Q8QN14_CWPXB",36,2,1,"UP000152733",333
"280","tr|Q8QN14|Q8QN14_CWPXB",37,2,1,"UP000152733",333
"281","tr|Q8QN14|Q8QN14_CWPXB",38,3,1,"UP000152733",333
"282","tr|Q8QN14|Q8QN14_CWPXB",39,2,1,"UP000152733",333
"283","tr|Q8QN14|Q8QN14_CWPXB",40,2,1,"UP000152733",333
"284","tr|Q8QN14|Q8QN14_CWPXB",41,2,1,"UP000152733",333
"285","tr|Q8QN14|Q8QN14_CWPXB",42,2,1,"UP000152733",333
"286","tr|Q8QN14|Q8QN14_CWPXB",43,3,1,"UP000152733",333
"287","tr|Q8QN14|Q8QN14_CWPXB",69,3,1,"UP000152733",333
"288","tr|Q8QN14|Q8QN14_CWPXB",70,3,1,"UP000152733",333
"289","tr|Q8QN14|Q8QN14_CWPXB",71,2,1,"UP000152733",333
"290","tr|Q8QN14|Q8QN14_CWPXB",72,1,1,"UP000152733",333
"291","tr|Q8QN14|Q8QN14_CWPXB",73,1,1,"UP000152733",333
"292","tr|Q8QN14|Q8QN14_CWPXB",74,1,1,"UP000152733",333
"293","tr|Q8QN14|Q8QN14_CWPXB",75,1,1,"UP000152733",333
"294","tr|Q8QN14|Q8QN14_CWPXB",76,1,1,"UP000152733",333
"295","tr|Q8QN14|Q8QN14_CWPXB",77,1,1,"UP000152733",333
"296","tr|Q8QN14|Q8QN14_CWPXB",78,1,1,"UP000152733",333
"297","tr|Q8QN14|Q8QN14_CWPXB",79,2,1,"UP000152733",333
"298","tr|Q8QN14|Q8QN14_CWPXB",80,3,1,"UP000152733",333
"299","tr|Q8QN14|Q8QN14_CWPXB",81,3,1,"UP000152733",333
"300","tr|Q8QN14|Q8QN14_CWPXB",82,3,1,"UP000152733",333
"301","tr|Q8QN14|Q8QN14_CWPXB",83,3,1,"UP000152733",333
"302","tr|Q8QN14|Q8QN14_CWPXB",84,3,1,"UP000152733",333
"303","tr|Q8QN14|Q8QN14_CWPXB",85,3,1,"UP000152733",333
"304","tr|Q8QN14|Q8QN14_CWPXB",86,3,1,"UP000152733",333
"305","tr|Q8QN14|Q8QN14_CWPXB",87,3,1,"UP000152733",333
"306","tr|Q8QN14|Q8QN14_CWPXB",88,3,1,"UP000152733",333
"307","tr|Q8QN14|Q8QN14_CWPXB",89,3,1,"UP000152733",333
"308","tr|Q8QN14|Q8QN14_CWPXB",90,3,1,"UP000152733",333
"309","tr|Q8QN14|Q8QN14_CWPXB",91,3,1,"UP000152733",333
"310","tr|Q8QN14|Q8QN14_CWPXB",92,3,1,"UP000152733",333
"311","tr|Q8QN14|Q8QN14_CWPXB",93,2,1,"UP000152733",333
"312","tr|Q8QN14|Q8QN14_CWPXB",94,2,1,"UP000152733",333
"313","tr|Q8QN14|Q8QN14_CWPXB",95,3,1,"UP000152733",333
"314","tr|Q8QN14|Q8QN14_CWPXB",96,3,1,"UP000152733",333
"315","tr|Q8QN14|Q8QN14_CWPXB",97,3,1,"UP000152733",333
"316","tr|Q8QN14|Q8QN14_CWPXB",98,2,1,"UP000152733",333
"317","tr|Q8QN14|Q8QN14_CWPXB",99,2,1,"UP000152733",333
"318","tr|Q8QN14|Q8QN14_CWPXB",100,2,1,"UP000152733",333
"319","tr|Q8QN14|Q8QN14_CWPXB",101,2,1,"UP000152733",333
"320","tr|Q8QN14|Q8QN14_CWPXB",102,2,1,"UP000152733",333
"321","tr|Q8QN14|Q8QN14_CWPXB",103,2,1,"UP000152733",333
"322","tr|Q8QN14|Q8QN14_CWPXB",104,2,1,"UP000152733",333
"323","tr|Q8QN14|Q8QN14_CWPXB",105,2,1,"UP000152733",333
"324","tr|Q8QN14|Q8QN14_CWPXB",106,2,1,"UP000152733",333
"325","tr|Q8QN14|Q8QN14_CWPXB",107,2,1,"UP000152733",333
"326","tr|Q8QN14|Q8QN14_CWPXB",108,2,1,"UP000152733",333
